,X1-X2
0,1.91137427905
1,2.02762163912
2,2.81176218518
3,1.50519698963
4,1.97967827482
5,1.51923525159
6,2.05005284038
7,2.4341597468
8,1.92471186677
9,1.55060467663
10,1.6708566993
11,2.37607631683
12,1.22068191815
13,1.68960927608
14,2.40212003684
15,2.25756395536
16,1.23786022227
17,1.6937830707
18,1.62577247091
19,1.51494924594
20,1.92162425265
21,1.82282523407
22,1.68636508016
23,1.90933520782
24,1.9477920315
25,1.86292376436
26,1.15862256197
27,1.39539953612
28,1.46538032681
29,1.65969053477
30,1.64240924394
31,2.41505428398
32,1.81403104404
33,1.75362027072
34,1.99694592179
35,1.63160285993
36,1.68126754256
37,2.0995873645
38,2.24958680106
39,1.67508608172
40,1.71225424233
41,1.32745186068
42,2.18119084446
43,1.89201691307
44,2.12921997924
45,1.45277330474
46,1.75071898595
47,1.78776360738
48,1.70158093813
49,2.61439147342
50,2.55574611957
51,2.16569812822
52,1.29059960395
53,1.5472596752
54,1.81036743429
55,2.01650310697
56,1.83271967963
57,1.66484655135
58,1.39764619
59,1.86859804187
60,1.66996703076
61,1.75573263567
62,1.60496975108
63,1.61376490573
64,1.5383896026
65,1.88116980571
66,1.37885971009
67,2.69660817153
68,1.07062631438
69,2.03844931797
70,1.32602132222
71,1.80641015304
72,1.56224544595
73,1.428724295
74,1.45769022321
75,1.54463956283
76,1.81335705068
77,1.41469571234
78,1.39977622331
79,1.31862273279
80,2.03262520262
81,1.68218889495
82,1.96629917472
83,1.26474101384
84,1.97728481458
85,1.28743226487
86,1.55692176931
87,1.57015253927
88,2.06986433499
89,1.76206258946
90,1.88578651555
91,2.17225455825
92,2.39731612369
93,1.76609939321
94,1.99559177523
95,2.34580984509
96,1.60791070816
97,1.50665638108
98,1.62056857367
99,1.46526106476
100,1.70190440868
101,1.50302031856
102,1.94473020145
103,2.09096813954
104,1.51721272943
105,2.17130300667
106,1.72057863931
107,2.29921391062
108,1.80572807012
109,1.51383489275
110,1.90532513805
111,1.41067051567
112,1.69766322848
