,X1-X2,X1-X3,X1-X4,X2-X3,X2-X4,X3-X4
171,106.54524714,199.668706393,241.71703027,214.213680613,287.865313765,172.314873034
172,114.790443351,292.08849401,237.871329334,336.55600508,285.650297175,183.645154367
173,119.577161653,119.854368835,200.44702427,139.016273292,212.304027845,189.365395568
174,41.9368816133,242.324741972,214.175256271,269.611222127,246.591159873,117.923069252
175,165.539691888,131.690237167,246.043274235,143.801798416,216.706692118,132.313156127
176,252.775463232,226.907279759,192.123742317,215.536607271,262.408402751,141.820826293
177,85.1806596446,353.62213904,197.280664083,434.303061732,202.563111172,160.292483142
178,102.650030659,187.558726629,316.61779896,150.144988003,307.275300729,109.443374835
179,115.909426707,140.960294518,142.272893513,159.066970906,154.013433275,109.925265914
180,278.080499552,117.005651334,191.657695172,162.806288282,225.260500414,169.483646516
181,104.590220563,156.101889944,186.015800798,170.072484183,192.87332517,119.102167024
182,206.397551482,240.146024059,106.384091287,231.527998984,92.7111751421,137.629925022
183,126.802422502,158.793095189,252.599717815,138.226173919,296.024065957,106.330628466
184,262.025653442,137.737021946,117.590013363,88.5072483951,133.220464933,99.942306743
185,82.0161513559,128.409282824,197.385517305,156.377835867,262.750735385,122.340374152
186,47.0135505182,141.665010248,136.841595915,168.781190024,154.481340158,185.256944896
187,48.5849110234,209.677966132,130.851304671,249.931403875,187.681952721,125.764081193
188,133.647869692,359.492948302,154.915946349,401.614434587,138.905445131,146.495960086
189,119.595035552,207.223444932,152.209529814,207.854486153,215.853237671,140.31182603
190,114.036320544,427.476879329,181.846628357,425.00061981,230.779973194,195.283493494
191,84.5624070204,190.422372256,386.388809688,195.771503503,453.485328677,182.663936958
192,210.995895849,304.792826155,169.571104853,336.515388927,183.48195992,143.62198724
193,126.111078244,175.093013553,209.612849313,210.575950677,226.532687925,118.066442744
194,56.5711211906,141.788217083,294.555287823,191.746295124,274.685750061,134.975604726
195,137.452414295,303.523988116,144.9408726,317.557834301,199.79291872,179.233990677
196,175.935767706,99.2188186148,224.423504792,137.767509871,249.009141226,176.445650528
197,20.8026924003,150.174139063,172.841414044,151.939578442,163.735656272,193.425323034
198,59.1833930742,158.080028501,127.570518475,139.862816675,112.603569666,113.235065867
199,152.677271911,94.3257836374,138.58258555,95.0928263671,147.33128532,106.667381497
200,75.1818528678,149.438406387,386.97261034,176.475492247,438.396382919,172.831117909
201,101.85146529,104.168814223,175.984252841,82.7869057165,197.371029882,160.657882848
202,152.29589155,230.356047275,155.18911476,194.898573239,213.126064626,161.841434607
203,94.3967355941,103.484121297,175.86205742,126.542745827,173.929243637,154.714631044
204,34.9920394477,176.435340552,276.036074972,230.518243183,302.955526542,256.395271064
205,139.898015397,77.1309264141,140.974889843,118.371502846,162.671031841,119.684392852
206,77.699391548,63.152773852,344.456966875,67.1860664576,339.910090151,165.468562196
207,73.5087831069,170.736557278,208.534537883,177.344713106,236.823458073,144.590192243
208,192.130920782,384.602167219,160.377445426,303.600353865,198.605740802,179.692944118
209,251.303500764,247.102590148,167.623543145,192.334508242,199.731905282,185.614043361
210,49.7860657844,141.87295167,168.946734554,173.161818475,209.212805282,96.6311158773
211,108.170514442,164.756596464,236.259371555,192.104718126,248.267289578,148.652701436
212,94.3984481539,103.652808901,271.969902245,112.972506882,302.319334754,114.818083913
213,96.2416512433,122.584173109,184.751869752,138.700088218,202.857511561,206.745794272
214,134.914074191,133.307636425,278.537494577,201.190904911,337.744326986,130.498122449
215,108.12334872,132.879223823,194.794396147,119.765420992,223.561614351,163.702312211
216,103.869847708,334.50131631,197.440785132,349.565343179,229.054876965,175.997786446
217,114.065183519,130.947016128,225.032779645,129.615634867,337.527251331,163.687958498
218,169.18916603,203.350383899,130.205228044,230.627836575,146.188560323,139.77980916
219,129.949927036,252.277190545,100.150339628,293.02049031,123.900457645,131.473784645
220,164.490863821,153.993375613,257.018983387,265.219461738,259.288051506,140.659960921
221,48.8172442109,155.638216009,101.47446583,162.734935625,108.312882469,174.848365517
222,110.385191325,122.631176229,160.448542716,84.799621532,221.467889329,106.035856107
223,94.4625733892,215.389097897,122.179050741,204.776344164,132.186792661,137.716407914
224,94.0720691344,67.9614264653,147.387370624,94.5429340937,147.80028791,108.204013414
225,144.038859693,269.381722571,161.470140773,205.536505615,161.89610654,164.541077024
226,75.6165379494,261.596173398,125.736210452,289.188796643,165.79449302,109.132284031
227,87.7794572773,173.968744057,161.095713757,187.699503743,180.690984011,106.476674959
228,66.7090057192,135.810415716,282.405288109,138.374773341,273.242025293,197.835704778
229,252.863506049,122.019872526,169.28701543,114.504861171,130.719747842,104.505675229
230,190.34032631,132.687562393,263.230877944,143.039208619,238.128573021,159.305147801
231,142.432329079,173.076612213,157.280392462,171.34281885,185.070487409,101.676166117
232,100.914935346,184.828412095,160.468079325,217.445327485,187.976600384,135.320711648
233,140.504299785,356.676214237,255.647967073,405.994310541,258.008212425,128.777116371
234,59.7108227236,213.232008459,166.246522382,216.214906361,222.150024053,142.772901713
235,67.8635568173,139.68841214,134.143610448,131.016334027,131.186450653,126.373003843
236,113.017255891,137.981475525,325.977131096,183.262368863,386.603565065,170.856585973
237,98.4158468098,157.045195491,152.174782576,135.252603527,161.309013539,89.2860698188
238,46.87622438,199.88424587,262.699453074,243.479475863,275.159204207,176.915348864
239,62.6331606131,121.401908346,213.633111507,111.992749199,273.126929466,126.350378248
240,128.642780658,207.784086018,283.695224409,257.948425487,322.03761889,215.917424134
241,123.839100437,105.940333815,227.093715774,119.272897526,217.938195452,132.75206612
242,56.3993610581,129.810895294,260.382386392,163.938649559,289.554554672,186.824547238
243,185.446245623,108.085660795,274.616003451,132.624519637,253.350647526,159.03193066
244,264.347108523,280.667170134,197.415216094,232.941086785,184.382499655,130.552972842
245,214.894156816,213.174199592,218.1244101,219.282733463,266.941483264,154.130688415
246,64.9955852634,193.611808109,315.140582321,225.998194473,360.831699921,151.221327999
247,55.5406422108,116.552523228,127.54100736,155.507153107,151.15048393,143.04903214
248,99.0962258386,156.557496479,192.866256679,220.265705892,208.771814705,168.267145178
249,64.5365029056,108.902257224,272.61438549,143.455918576,315.758354109,187.591809579
250,88.1490918055,252.921318778,142.877119573,298.556064697,163.089058433,121.647035917
251,97.6513375887,127.434666545,191.216940657,134.726832124,186.201299327,155.005883817
252,302.690551808,159.722391681,275.273872596,197.747991052,300.872752493,188.364812868
253,50.0876886861,113.511067642,154.743153233,128.209072277,188.472871643,131.008367858
254,247.729825731,308.854201553,354.248824078,332.729705041,418.794300739,196.613818789
255,90.8444460621,108.002487028,194.895610758,124.881596048,257.03610267,198.686950454
256,129.074648595,166.601850896,153.807313504,219.695334824,161.407659665,152.892222402
257,132.541832322,184.621175004,266.020420312,274.648718788,301.303949434,128.084859649
258,54.186764707,206.920236388,199.228380992,251.047027658,232.49418045,228.489093397
259,76.0079432167,179.069988973,117.413194734,188.946262426,118.617365836,121.897760864
260,251.267988075,151.285471308,225.050354966,130.004102301,195.179351681,129.294554903
261,57.9411758749,142.105274742,197.829638042,115.550823513,184.749684631,124.959070242
262,154.442678729,236.034625468,163.16065024,324.736654536,254.533336817,177.651831249
263,47.503683327,86.9153470959,224.411855551,94.5790113669,267.593542742,175.417001628
264,204.834363687,115.836440889,327.570821729,212.887236699,375.710115601,164.145692115
265,51.062418612,361.538883796,135.254767496,332.652313838,208.24390317,246.990248653
266,102.062963753,117.701566808,313.779582882,120.563027202,374.148714619,178.520649546
267,138.074606103,129.749155776,173.768790014,170.335398008,227.861453119,193.679746503
268,93.427624369,120.826559418,250.227156648,156.811129747,295.315364029,164.7410013
269,240.334421985,548.556623604,178.138223981,540.948655817,135.888156098,246.50515379
270,50.451261035,240.169853839,194.129647138,300.156715172,228.810053551,162.264682874
271,225.542002402,122.40940404,150.680409575,139.141783843,206.654177823,104.907012643
272,184.697685876,114.502705998,85.749357735,152.373352872,115.517304274,104.082436804
273,140.961458956,119.613161468,203.95873391,223.28100284,206.35970993,163.403671154
274,119.384725189,108.636941144,271.906052004,67.0193492275,306.406449779,125.957070698
275,97.2192492161,123.145190309,143.857397885,160.165625828,140.050575289,142.922113899
276,61.4594144934,284.949177845,197.205638668,251.318751519,214.463932057,130.859283995
277,146.500569205,237.403782249,201.402566387,226.018445831,264.729504935,172.065655614
278,79.004522628,79.5951745636,276.850406021,109.841983434,309.490210203,132.704005259
279,52.131664589,191.990118245,158.448164495,188.007828493,178.040830256,111.496727214
280,76.4929633574,51.8175548508,264.418695713,74.3854443832,300.954502354,180.273221525
281,107.032485232,233.615127362,254.145170399,247.821046154,259.379060942,203.505055859
282,72.7219788295,304.289762103,254.03160541,347.116834026,271.602631568,213.919614335
283,65.8925314358,178.903249274,110.862121536,184.801811452,116.201283896,116.33149773
284,134.893184263,176.034780254,102.29762181,207.985003941,147.964935754,149.246520576
285,150.822726745,90.5193039145,184.954604124,62.1245528505,242.142427014,119.472115488
286,71.6982072365,181.107381227,114.349157545,227.821245344,144.231449676,188.686804113
287,54.3173416256,302.889440547,289.329464982,378.935755062,287.12261441,105.561009326
288,89.6992485984,166.005756402,171.380166359,211.48644286,245.160256681,196.944953631
289,98.5680903512,188.762193169,121.847900686,207.170353597,139.505549812,123.574378728
290,155.138945306,79.7507284658,180.162293398,160.025392615,204.620080203,140.178834277
291,58.0367877446,91.4730943528,215.652129325,113.773519293,223.875190068,149.967064282
292,324.631070406,182.566591135,274.245120486,183.328895727,282.370667109,169.91608638
293,168.721478596,150.309466359,305.974901235,111.278091328,309.997644693,107.975037515
294,140.325395826,263.250856422,71.8029187692,263.903832278,112.663606488,149.723661693
295,117.860575714,247.769291915,200.821489617,297.699340148,248.670391492,164.480126829
296,64.8436235662,198.4199185,126.35809539,297.461167968,157.797240544,143.766647025
297,124.278651422,128.838354711,281.588333161,127.003149346,271.566081428,125.245164789
298,72.3283376848,111.348297161,252.545214785,148.827056438,280.750981846,157.750855279
299,213.743193129,238.462646618,206.295425296,181.76434343,181.945865136,165.955234075
300,86.8717664473,201.063024861,105.623589952,246.329203603,156.344674275,154.223138351
301,80.2725200484,125.252599852,181.927937962,95.0795928624,221.985833778,180.251397478
302,249.066579905,100.384397942,189.378462953,120.666441016,213.854504725,128.916325939
303,86.8913337706,365.671690992,198.828129008,405.584585693,205.907192331,162.885457157
304,89.448261534,149.620332102,194.074371949,161.017946676,162.786195158,116.083622644
305,156.266513851,242.520178091,223.901389577,267.695402335,269.49581195,167.453536847
306,176.906165768,128.626902285,186.195325246,176.628633567,177.808634698,166.433206791
307,56.128509066,357.501327343,163.460223967,421.494309449,169.409997926,253.362710801
308,98.1952983522,69.9668837546,221.232424123,105.486967984,250.878104556,130.385051704
309,252.957918305,163.121683183,155.406416939,185.580734496,213.993910033,137.158360295
310,294.429465063,191.750174612,268.319730657,199.062257508,304.405419522,174.974194185
311,169.277961535,154.256735972,121.887580735,173.462858326,133.24400731,79.4953749688
312,35.7946502208,270.633033504,149.179492554,298.103490975,173.147365169,144.476361881
313,46.2158288188,161.046350758,179.791246716,153.061218449,208.866685508,131.032849452
314,98.1148027266,304.587523823,190.928892362,319.810926861,214.223732235,148.858547945
315,134.280429923,373.364012671,211.836070937,397.174927061,283.178694588,176.605498619
316,118.256035073,231.723941451,110.838216742,293.302514192,157.561967692,128.193705285
317,20.5818667101,232.174393783,208.416360282,233.255545896,274.058600514,210.402557658
318,129.973317206,302.123017889,297.736857783,348.151790204,335.868302999,172.717990399
319,83.7870565424,121.163107599,138.896910067,144.137202798,174.174406338,108.379460228
320,47.8074078473,169.908840468,230.744392173,215.878977293,231.053163828,118.208904344
321,169.657875157,97.2410600645,232.107574893,143.460719719,217.625359682,131.634885349
322,47.9087410318,114.402010202,152.408202789,157.607413858,184.577768899,123.418407773
323,47.6870362064,121.139284203,176.643268278,166.25570815,138.9282085,131.827484241
324,120.711118109,212.625077534,67.7925153315,254.527355655,117.835262414,103.111019272
325,72.2579946907,278.294196618,244.531079239,311.93340136,242.413874017,121.855521313
326,206.721987119,218.258359727,243.814069203,85.8362415836,225.755487738,151.254135847
327,126.356033504,218.220455357,241.460510885,276.134568677,293.801478118,199.744660509
328,54.8783664563,133.308343726,196.796218535,139.32658771,247.381214296,124.475695762
329,82.2099572225,183.419015061,74.7972798235,205.634202038,108.654699998,135.227556573
330,168.730864376,213.147936672,211.475125551,175.719388324,241.741061983,135.04982373
331,78.7801822167,196.301989492,195.945044821,184.781644568,218.151055287,176.648243419
332,145.184187416,427.810101234,226.376506228,529.671258225,217.230861062,200.351666914
333,115.034461985,190.23202741,264.532247991,184.849191005,247.441839717,133.105451755
334,107.087117557,175.668652775,190.694524235,261.521424437,202.311675117,83.6573958552
335,88.1449405091,187.31274192,138.053250695,137.205890402,171.037765042,142.391229925
336,96.0801020957,407.24875967,358.664901468,448.798245447,382.153167792,216.567432049
337,147.668336583,247.175070199,187.617640069,250.14135599,218.529503476,190.193589298
338,122.752711385,73.2359244815,181.055824837,71.0118629788,225.212410299,84.0592513942
339,100.81059525,138.941446766,179.718824759,122.45926994,200.680588932,121.815139983
340,47.7122252404,208.662872691,224.160616277,263.84022209,306.17503404,156.156684771
341,103.944112021,308.431142596,218.785167256,374.161330519,276.471150764,139.976189608
342,73.2947294913,179.743330076,103.479418669,205.264136737,163.550777217,107.043141399
343,107.737028329,178.616339347,220.951521456,112.934885507,261.444758311,188.5073209
344,28.2260811204,157.700139111,115.349663761,122.257100048,134.124316465,95.4972187595
345,69.5901613362,184.173947786,134.523271618,168.236841818,147.320069998,80.7224959922
346,177.020367532,168.134829243,222.923558297,153.08371118,217.252629035,166.750196319
347,206.321031313,119.503403098,314.106883053,129.090428267,364.789937448,190.590234234
348,172.52876729,240.138545905,319.079080732,144.87136786,367.956028585,201.204119469
349,98.9120701244,116.044717364,153.39870198,147.532380648,233.957540414,136.43423423
350,166.663763327,271.085431924,233.6824724,336.712464779,264.719991749,147.896760886
351,66.1359693557,169.068769974,197.38540216,206.036621365,244.205603953,138.537237437
352,73.5774991546,203.969664633,161.973942771,191.497701526,137.982675952,109.181916863
353,108.674861261,228.145927912,282.645085784,246.906530824,353.082747877,170.880067829
354,136.413804478,122.067832001,194.12900222,144.713712444,202.120381779,168.783272971
355,60.5047214985,234.397544653,235.383825169,286.781569143,261.492021655,164.685065632
356,176.205421845,153.225085757,157.019048584,184.297781761,147.558231813,102.204717634
357,132.112789042,63.2568322732,107.081569581,84.4674066268,109.999848861,82.3420869129
