,X1,X2,X3,X4
361,294.895049253,186.085155614,284.803410483,557.506166729
362,155.291426444,72.9397059391,490.739223919,172.873864008
363,250.157346059,224.28639217,226.313459811,642.75235098
364,287.783190822,348.561243025,218.544194315,417.757126369
365,79.2592902911,44.1945306241,438.653790765,582.10684176
366,225.206153433,173.39737534,152.89380273,436.341162039
367,91.9714895059,43.9884978284,430.025877844,564.611992254
368,358.460477245,340.735509877,436.336844449,552.06696923
369,140.92016926,199.004916425,470.731470531,430.250175305
370,249.233624968,73.5065176596,580.471884463,454.299549737
371,245.308316699,57.8876692199,246.312675037,322.251187909
372,220.370443548,100.267385894,399.98844508,334.593325709
373,344.931005072,203.299791192,416.262629612,264.854553106
374,336.347637797,196.075525308,324.840089132,338.790441033
375,525.817061859,46.9010765245,214.222665505,706.682248657
376,292.807961913,176.883163897,272.783286503,518.083564437
377,159.44564486,86.9415124575,484.793668299,680.788805353
378,246.242416005,179.72053052,254.42927613,308.235796311
379,232.852912981,338.211297608,474.021800246,390.34623579
380,324.309367187,138.521672531,357.99554708,561.724572185
381,269.154651965,25.4597014191,202.001808683,265.201054654
382,76.7706222758,23.9597179024,408.55011692,565.438936698
383,283.674759271,236.390191728,307.259476832,462.500725287
384,128.401551981,115.256977846,565.52205208,428.331981018
385,240.198694849,5.99473456741,296.25973351,477.492959795
386,193.594525258,78.2096849202,331.675353049,428.385649641
387,121.73061766,122.80494505,559.051884992,228.743792808
388,298.289238101,68.4977342927,669.53884,696.58962542
389,215.565757992,19.7517706246,474.3229681,727.331011629
390,185.90925848,135.854204263,109.902430672,528.706515771
391,159.626099662,74.7392060264,279.381037734,674.248688891
392,269.450378149,222.693513486,534.280028515,545.620202182
393,302.091971612,178.628589179,147.619886038,465.39122762
394,35.7773899065,17.4790584811,203.723801318,393.701262075
395,93.2656572014,45.5973425423,381.012907817,617.703522684
396,159.326100681,174.759697876,583.71381608,693.261464528
397,313.65493639,102.325849372,180.568220824,517.047818686
398,198.616931551,101.811056443,275.678002619,557.066704657
399,362.547710759,276.145907237,230.538717127,473.094097342
400,111.001475127,59.5424390519,342.228264083,348.991486636
401,76.3736683634,147.683311334,274.64901767,597.080175266
402,238.095143947,19.6411869751,439.342314986,410.503694198
403,155.395070905,91.7101338907,380.928422384,289.473343125
404,327.213191779,400.068892392,288.852650593,410.30140661
405,199.484690904,99.094660378,355.758108746,801.342311213
406,63.3951811727,84.5772515099,466.764045452,588.043817152
407,192.065971318,159.792917987,590.458877943,593.203862766
408,265.852332262,292.77177593,328.835863864,643.426658527
409,285.973440007,152.181041925,330.8747481,881.8187598
410,211.025922004,175.284640021,321.664760321,298.024323075
411,368.473745423,211.738808896,618.173295837,454.690969096
412,288.479263788,137.204635608,500.604573706,464.969797081
413,220.589960246,177.643975984,493.202232248,1019.4924934
414,69.7325731145,37.8925370762,511.419637427,413.374581948
415,128.042912618,209.034394193,440.547354971,403.710454363
416,281.512760286,277.400251271,480.440723789,572.345243516
417,117.182735816,103.172934726,518.655043636,449.341792802
418,213.225988494,259.035381792,363.587953392,874.406194942
419,193.923523068,295.228444016,375.105010619,627.850596406
420,357.348837058,208.073701783,493.552202246,339.639271071
421,115.817160239,117.187324307,221.19365747,362.643020214
422,157.489763795,108.80179052,206.383556818,545.727647314
423,269.807564675,176.126639053,213.111040969,433.731620632
424,130.801548818,201.926874098,185.602675186,577.504855581
425,217.591213571,293.964706077,258.110836048,505.039415849
426,254.721598142,112.888502075,365.344490491,407.766763921
427,123.70490716,206.261839946,483.367486839,443.71452704
428,153.546411817,164.569983326,241.786563476,541.916503834
429,341.749591986,74.2632565488,287.827728069,595.941616736
430,263.355460379,293.00281294,129.736175601,551.772315738
431,104.035089278,67.6756070887,560.004005383,400.612580363
432,54.3496421915,13.533873347,228.943247312,463.873471664
433,193.798078188,321.794544441,430.458659337,433.033701734
434,291.672776284,205.417612356,445.666579214,404.550362593
435,114.244129766,122.898720585,216.304245252,339.346295966
436,224.529160179,383.166606818,383.410584196,263.675146057
437,162.140933351,31.4652627251,545.556132858,685.640928739
438,324.665400221,194.341024488,198.313134212,458.720853046
439,106.772687413,54.2229466916,267.826026125,639.446269853
440,493.526080953,115.963924622,464.072695461,180.915849908
441,125.018032171,27.4324088053,335.897168871,676.516354031
442,154.726638536,142.284861295,407.526280474,516.107986128
443,291.821685566,262.948147185,267.487376576,497.008471645
444,156.69265717,108.906841893,158.250599627,742.82819775
445,178.205704937,127.237748479,572.71636362,367.689723125
446,98.5597471841,47.0811336418,152.913680357,350.991515787
447,371.075692821,96.3989652832,260.985155448,565.200175351
448,178.919849753,230.431962893,431.277766392,827.439107533
449,146.407348782,129.562501918,334.384636332,618.28557183
450,67.9837226424,102.719358519,393.684310014,815.087014006
451,81.0147585668,165.979594934,517.766168757,625.807212881
452,173.980282782,67.2452554259,519.092926563,536.072953943
453,180.836862707,60.6831796321,406.895841719,255.31712565
454,228.562563949,14.6535121972,258.655963289,227.23715924
455,128.574350783,45.219269544,389.967059734,298.950049758
456,262.996199531,349.457937509,372.282587114,218.587020156
457,149.201977882,123.568298976,464.873801377,335.856327035
458,177.307963694,37.843900345,355.054923017,645.058274255
459,177.888619002,291.281526306,825.874045177,658.152316407
460,277.040187686,75.4089265343,585.01655785,221.95436799
461,104.403852754,105.367271762,231.523381588,277.90499987
462,186.554990708,199.300357006,557.579022552,330.861564383
463,508.364574959,487.887081349,304.272017193,613.977397792
464,264.400364129,286.954487033,169.731460279,624.161596603
465,419.147946283,312.666773336,475.645623666,329.993059231
466,182.707065146,105.547812025,361.822145801,530.421027883
467,79.7927393844,114.573441045,239.898615179,574.314569027
468,102.182711962,8.38869921218,460.006839506,348.137241585
469,109.345771288,98.1207271367,475.163188695,595.065317266
470,314.381218297,167.010171738,388.28260558,440.762825216
471,147.049074301,186.027952733,210.7431001,501.759049593
472,73.8073050268,128.368101366,292.841814457,909.633653093
473,309.30956275,237.050409372,169.33601882,251.303730226
474,113.577946414,190.203373155,338.280447343,411.435204737
475,206.919644628,250.020241496,361.561184474,581.758744094
476,132.098170601,111.445447093,411.251082616,584.598595529
477,197.96531263,44.0775296847,303.923755883,315.654409842
478,170.558880531,277.488166585,348.578017342,211.050908833
479,231.635013194,32.6849629155,614.522187549,493.769061275
480,344.653876739,230.420888454,420.745604984,785.113719876
481,240.410661943,124.999408921,402.441378607,491.558677282
482,114.532077248,0.215686176982,236.043347789,535.935766454
483,316.541848062,42.2092176233,255.97244982,193.509026486
484,136.353692875,63.3461041115,265.808548574,282.957755751
485,206.906257006,71.5312883018,422.848880205,418.882094135
486,44.6153011323,45.9185669184,444.365274947,538.946217001
487,139.912245025,53.1545042925,287.011029094,852.687167216
488,262.325433217,118.190303423,307.327473313,377.790694051
489,79.1734197302,113.594962161,289.128635228,407.204035762
490,165.214613042,191.82683382,388.178073427,947.419245847
491,194.169214166,216.407523609,319.293036785,466.595301677
492,164.663292583,30.3218854858,231.378746731,413.514233782
493,206.437011852,341.4048787,628.456106196,391.761902123
494,20.0697930214,4.25858211468,167.352304778,338.346367607
495,268.094095093,125.676132589,188.328236794,441.842351545
496,221.635384084,146.478125717,209.195871009,387.102406173
497,205.951668727,215.015623296,220.860741572,445.026555444
498,103.634026117,39.7227025681,242.108102087,589.820731971
499,185.644899108,127.727080928,265.414847136,336.570575547
500,241.4842443,29.1455743999,697.795733014,410.22311481
501,136.398070627,101.579918266,296.044266446,304.058561971
502,224.373477671,78.6900537519,149.136126524,450.54150666
503,364.271341152,358.252070237,289.941420436,300.378491878
504,160.80504916,296.137156743,309.151709785,559.932334424
505,280.939863814,461.312028263,408.431934202,514.329529534
506,148.971519271,298.205557992,553.648543048,459.516068647
507,54.384386383,107.778505055,223.402795525,319.344034701
508,154.306737773,119.222191089,590.897167589,255.660911865
509,150.179932208,192.396830364,171.682930747,688.973817541
510,341.102815938,293.698975603,276.850317066,594.542194128
511,364.523088201,550.342549888,400.904883371,593.58617188
512,200.582545742,0.240559472981,244.397262371,494.907688781
513,333.450543034,229.999701311,481.57811762,440.701801113
514,239.737948581,172.286637586,428.987545805,522.976521835
515,252.567322588,156.731207856,462.042891021,323.124037004
516,289.550529664,296.881445061,324.809929786,410.711358066
517,52.9129582354,42.030487676,374.481537706,393.441857113
518,164.426977515,31.3670124907,315.145170524,371.451816057
519,183.937005532,161.407986779,277.396405105,753.552489585
520,243.909899136,242.34041155,279.133034623,528.45741701
521,515.744289897,379.229104495,295.843210459,239.353074059
522,251.770599296,145.437607918,336.779922798,490.93026196
523,134.30377624,18.7746209569,264.735207567,370.772053
524,214.261691515,95.0682595639,277.76323204,409.944999717
525,232.835326748,19.32370061,246.151299202,634.744135728
526,41.2178608677,11.2932214745,322.132528841,582.959379005
