,X1,X2
0,2.38600225844,0.66364229116
1,4.44033925636,0.330420957961
2,4.11036558068,3.15226786253
3,5.62067296695,0.276405111102
4,4.09543803265,0.925918900247
5,3.08367347007,4.44344960644
6,4.1320945617,8.36520360249
7,1.72213579511,0.182400549365
8,6.1390316421,3.58694243591
9,2.37894784848,3.10913686257
10,3.18706418717,0.837561540382
11,4.6565707068,2.33297152207
12,3.791178296,2.67351303357
13,1.88529917492,4.25580613895
14,3.6254525163,4.74682254689
15,3.27461457952,2.15119609632
16,2.90055642827,0.0879962682355
17,5.03308623276,6.08121322898
18,2.76570179363,3.20908906276
19,2.72266391871,3.30925485278
20,3.78485282962,2.2960531649
21,3.26574048868,2.27703956373
22,6.81449434729,3.87059330946
23,2.92050954694,3.61153860393
24,1.97131704662,2.07116240952
25,4.49534058703,5.07247455052
26,2.80988173498,0.385236826813
27,4.41405175068,4.67843839037
28,3.37233180484,4.25676331658
29,4.22316374484,1.54333954429
30,5.17717353511,4.20302345972
31,5.26528614899,0.576792691725
32,2.51734302988,0.630853117465
33,5.21657316366,5.23622759975
34,4.61694344968,3.46853468017
35,1.53734473381,1.17801351535
36,3.2964201861,1.97014197383
37,5.28982396855,8.03404474971
38,2.9472633214,2.72483734321
39,6.5785265327,0.402118156425
40,3.47425142429,2.4082058171
41,5.86952438003,2.57992011792
42,3.21805871197,3.14723029937
43,2.41269194764,3.77804973899
44,4.26230757344,0.244688369917
45,5.33727259584,1.79433872815
46,2.44107501692,7.60827270326
47,2.62616542069,0.358875595325
48,1.75343027246,2.13886283617
49,4.87038860775,2.53110455511
50,2.6082886745,7.08538741028
51,3.22389063382,2.79941340721
52,3.96917137222,3.54381176213
53,3.78125761288,3.62597463484
54,6.05840569938,4.19380086681
55,4.97319981025,3.18640632537
56,3.2105723188,0.0220094465666
57,3.19421590823,2.57898868782
58,2.37997623106,1.80836819167
59,5.22986806089,2.91313880756
60,3.02690466301,1.48056378096
61,2.06469317914,0.476414692278
62,2.40995367158,0.968600966261
63,4.05029618002,4.39474372273
64,2.86921670016,3.46882107233
65,2.31373128971,3.97244113077
66,4.88809931646,6.23525619457
67,2.95277958587,0.00977727257818
68,4.45259624405,3.66601584117
69,4.17470312805,3.21892354171
70,2.95174264174,5.55811107316
71,5.06132891948,5.45713256695
72,5.40461369451,2.895228416
73,3.30123277442,2.42723976618
74,1.51329676587,4.98523424321
75,2.72523357018,1.63995572637
76,3.84724114013,9.01893075488
77,2.30128589007,1.64138560283
78,3.74484993543,0.278235703357
79,2.84392531098,2.07968345731
80,4.91285154223,2.21066416029
81,3.0823386374,5.83643158303
82,3.41042929839,0.785028333093
83,3.11229439635,2.95903664346
84,3.91126890662,4.27059525488
85,1.89530278064,6.99646939302
86,1.76651464135,2.1548579639
87,2.61539856196,3.1402455837
88,2.74468289153,0.67963501598
89,5.2392705797,1.4680078519
90,2.89953969881,3.0133823041
91,1.92321609879,1.14674907152
92,3.05581000792,5.75260574868
93,3.17951462136,0.950458856536
94,3.91327264333,1.88025706814
95,3.98912764591,1.30161943688
96,1.02753414157,2.70819764025
97,6.46881531566,5.60131983396
98,3.44852068171,4.85511315847
99,4.35653713568,0.246571187335
100,3.31160038114,3.13232040843
101,2.01097628621,0.25670898661
102,2.33576800103,0.919948018945
103,2.74891090178,0.0909364428697
104,2.14493681033,6.35855942152
105,4.40886507651,6.07072018741
106,5.46405512728,4.38081125013
