,X1-X2
0,1.94320500323
1,1.50620112776
2,2.03118849161
3,1.44128447047
4,2.16234320919
5,3.40118761589
6,1.53180568365
7,3.04070715057
8,1.41662705613
9,2.52631546603
10,2.50381630222
11,1.1027791999
12,2.08211905595
13,1.51289350629
14,2.29069346789
15,1.9321172678
16,3.36493397919
17,1.5936243818
18,2.2402911011
19,3.67500789206
20,1.82534512988
21,3.60295594117
22,3.50339691065
23,1.65816887911
24,2.11668703142
25,1.34885960595
26,2.20124942826
27,1.92536382928
28,2.40105965383
29,2.09271037171
30,3.24836241743
31,2.17686274085
32,1.36124585505
33,2.1310244652
34,1.69882986233
35,1.97339412193
36,3.46042017849
37,2.70367885323
38,1.71957061623
39,2.42584581267
40,2.24591058348
41,1.95632453568
42,1.89636712106
43,3.14866131534
44,3.35207450062
45,2.49935710982
46,1.78850140139
47,1.38438203058
48,1.0466565819
49,1.44274449523
50,2.6584429681
51,1.98493409746
52,1.27927544273
53,3.11957136339
54,1.90417228944
55,2.8827320284
56,1.72494786807
57,1.30806309884
58,1.82755123797
59,1.84111785548
60,2.31375577705
61,1.40408399462
62,1.77052739583
63,1.35518860103
64,1.9505715613
65,1.46156928226
66,2.03285699191
67,1.05572857703
68,2.54326382204
69,2.3566594916
70,1.3935828747
71,2.44088256757
72,2.67289676736
73,1.85172292446
74,2.15793465355
75,2.21264703686
76,2.55950450416
77,1.71235786597
78,1.46935215943
79,1.24722422467
80,1.33356340801
81,1.73026133132
82,2.84791700316
83,1.81541045398
84,1.70409725477
85,2.40606051844
86,1.85571547863
87,1.91119761427
88,1.91246100231
89,1.6436814836
90,1.54200896811
91,1.49841220912
92,1.53571738867
93,1.7172841152
94,1.26534570941
95,2.01230738137
96,2.70470556208
97,2.49486310522
98,2.34244095867
99,1.45494872905
100,1.36292326088
101,2.27436588358
102,2.60068311318
103,2.38189535964
104,1.09186182299
105,1.80684947547
106,3.25486536783
107,2.13446729012
108,2.60908124087
109,1.633763936
110,2.01341048736
111,2.10792642317
112,3.47101807829
113,2.85041709429
114,1.5576646925
115,1.61530322968
116,2.7384625831
117,1.71356201275
118,1.47306218072
119,2.0566520938
120,1.92255155408
121,1.08245245895
122,2.49799962692
123,1.45429598891
124,3.40893974147
125,1.5983287266
126,1.85839705684
127,2.3828480049
128,2.07425838701
129,2.89263838923
130,2.66300417108
131,1.41704137786
132,2.77351400446
133,2.87310919605
134,2.68691249555
135,2.25853172387
136,1.21150339511
137,1.83950425898
138,1.26325307247
139,1.17949209976
140,2.32726132447
141,1.61834934513
142,2.28784722043
143,2.89251246583
144,1.58050005459
145,0.753763390629
146,1.81471236456
147,1.01357876316
148,0.938181039216
149,1.85166220666
150,1.57933803873
151,2.79580077017
152,1.8766344356
153,1.28997726853
154,1.57275417715
155,2.32611804465
156,2.05568444217
157,1.54297029279
158,1.32542233486
159,1.23191966555
160,0.999770240126
161,1.64434681431
162,1.45858394624
163,3.19375955005
164,1.90029466284
165,1.46974436242
166,1.56925538652
167,1.34249131142
168,2.04921670689
169,2.24190131297
170,1.5883725696
171,3.47844540324
172,1.8383508928
173,1.60805143786
174,4.02486220509
175,1.44041671152
176,1.82529715448
177,1.8331464782
178,1.18204943721
179,1.9797087499
180,1.43704316503
181,1.82274663023
182,2.15432848674
183,2.08470083302
184,1.68125142753
185,1.85544326932
186,1.10652205612
187,0.917173613095
188,2.65746875326
189,2.46815726702
190,1.6719684123
191,2.4105925809
192,1.47752503968
193,1.72473687474
194,3.104606485
195,1.17959791512
196,2.33208146207
197,1.65407354084
198,2.70595883603
199,1.25269971577
