,X1-X2
0,1.25872202696
1,1.42849745372
2,1.14493803578
3,1.1752586556
4,1.07643312875
5,1.77790656131
6,1.56122784476
7,1.80967756246
8,1.40988631243
9,1.19038453591
10,1.87823831957
11,1.31550881438
12,1.14192056644
13,1.24297547162
14,1.02534432365
15,1.45176537779
16,1.37873680392
17,2.11268641759
18,1.43614835091
19,1.02466106114
20,1.38346963997
21,0.819267184486
22,0.816174544783
23,1.01391252206
24,1.84692064642
25,1.1531631801
26,1.59396438404
27,1.14043834402
28,1.01323226751
29,1.16315837679
30,0.720145800433
31,1.37285830878
32,1.71794222743
33,1.16413625093
34,1.14213851357
35,1.02733233042
36,1.18464761373
37,1.0953722021
38,1.29229046105
39,0.80967753164
40,1.71486585574
41,1.57364515192
42,1.13915889729
43,1.29631629827
44,1.10494551022
45,1.33089482115
46,1.36199453542
47,1.10226328815
48,1.05865364341
49,0.974348402419
50,1.26895297667
51,1.363481797
52,0.904564280699
53,1.62610092242
54,2.01564089884
55,1.09124194618
56,0.945317945669
57,2.01851066906
58,1.3788044502
59,1.41873964679
60,1.29652945303
61,1.64613179499
62,0.982156729893
63,1.28066837276
64,1.408011062
65,1.36685744638
66,0.530919749354
67,1.38159743655
68,1.31564083584
69,1.35386743532
70,1.12956934606
71,1.60046571875
72,1.43315353728
73,2.07089896457
74,0.969443587147
75,0.739353319536
76,1.06365713045
77,1.21098714238
78,1.45806181541
79,1.04109834516
80,1.59733258653
81,0.867309765028
82,1.04867440626
83,1.0663684544
84,1.8920539658
85,1.09176592986
86,0.776658448295
87,1.02246578933
88,0.966276224596
89,0.971285714448
90,1.33207424972
91,1.13818650402
92,1.2807588937
93,0.776108963793
94,1.62469166833
95,1.05197271752
96,1.40925198102
97,0.948917409844
98,1.61724772102
99,0.896363203159
100,1.65510929777
101,1.02316543272
102,1.08694208681
103,1.17551029732
104,1.01876393629
105,1.71965592632
106,1.56503311995
107,1.10465377275
108,1.04271417996
109,0.862111796442
110,1.81189255614
111,1.33413730437
112,1.95417947818
113,1.51292353999
114,1.07777446642
115,1.02569452189
116,1.49455480513
117,1.37579122546
118,1.22690013886
119,1.24072361402
120,1.31355521026
121,1.18479676118
122,0.96187483737
123,1.16361811245
124,0.946011219123
125,1.24937248396
126,1.21225766464
127,0.845633251513
128,1.25414660322
129,0.820473356268
130,1.3154097726
131,1.62128078763
132,1.84636203253
133,0.792329929053
134,1.36840396212
135,1.01476945349
136,1.24117507012
137,1.86030327176
138,1.15119498332
139,1.44706723414
140,1.48840730274
141,1.15647796251
142,0.90514067319
