,X1-X2,X1-X3,X1-X4,X2-X3,X2-X4,X3-X4
0,1.62908707095,1.49364651078,1.84415948001,1.98393681865,1.84898519103,2.0100294066
1,2.9313338859,1.41374128947,1.5117893052,1.44996105879,1.27615397117,1.46903309769
2,1.77127446613,1.41074988275,1.72039597557,1.65097263779,2.50730273432,1.82612280817
3,2.63144227163,1.33750130323,1.2167893969,1.42201670443,1.4628895203,1.60219650501
4,1.45471108052,1.48318313851,1.79278365537,2.15807316024,6.35365508687,2.09343290506
5,2.15799040708,1.77085850035,1.75938595173,2.45432508496,1.45887231478,2.19857293631
6,0.955787944409,1.55271215184,1.4580245973,1.31620850287,2.39102866635,1.66899072027
7,1.49735061512,1.29564252485,2.46476547548,2.15398867503,2.65370883353,2.31644323518
8,1.579823264,1.84611054922,1.77814397447,2.08921492539,2.12939313733,2.29728167117
9,1.31961575568,1.36426984984,1.46572699826,2.48239753064,2.02007722177,2.21118406646
10,2.07118606067,1.51934829381,2.04806361893,2.05094167096,1.64001031476,2.22096103633
11,1.5957322639,1.74410464344,2.03995800848,2.38508451617,2.05307694578,2.08329049034
12,1.79877621253,2.08652612566,1.86131373313,1.57846294478,2.88586814712,2.3678282733
13,1.43749089041,1.49777936584,1.39274755336,2.58801451961,2.15695903738,2.16841476244
14,1.2306320694,1.42528067319,1.95126436144,3.05369829546,1.78454602655,2.40218726391
15,1.72543525764,1.4440331005,1.50065027218,1.84451848269,2.17479052329,2.80559876753
16,1.53851762663,1.33311687168,2.23891540665,3.72152966805,1.61311365902,1.56091028002
17,1.57186137481,1.38752386654,1.77475414101,2.04726879973,2.41592585056,1.42365904144
18,1.95514467807,1.57103760941,1.38828232764,2.04321162324,1.99637385918,2.12522581785
19,2.02949305482,1.42537549303,1.37499999932,2.87722598107,2.56003749932,2.48209891298
20,1.80090489756,1.22059860308,1.51169399257,3.24879348561,3.2263759433,1.37640482467
21,1.62838667817,1.64574397825,1.32574663434,2.28181232553,2.71185840711,1.54183439094
22,1.28400524188,1.49261591202,0.968389273976,1.49318471265,3.14888606164,1.3337706242
23,1.64594568887,1.17422199659,1.77097536981,2.26873364421,2.90435129464,2.06148824736
24,1.86780190497,1.31952071811,1.83284707843,1.04850805526,1.20883490808,1.76604228258
25,1.78358940508,1.97738734316,1.76254555214,2.21223102388,2.83156072528,2.34967080257
26,1.73477504116,1.49335684676,1.97103865135,1.40561715345,1.60461254476,2.10389278102
27,1.40240024248,1.00685760091,1.31558274008,3.01755948348,3.11768915216,1.74867789392
28,2.00089774398,1.18186644859,2.05542752329,2.00319926657,1.5561136657,2.65520829092
29,1.78725902258,1.46461762092,1.48909349482,2.60701520001,2.32458766203,2.24118214588
30,1.76606000924,1.61690032318,1.63200303036,2.22193036281,3.03950706481,1.71495778015
31,2.11502109625,0.992077542223,1.79177846462,1.84209192731,1.1047495674,1.51909133502
32,1.92458199752,1.66627417577,2.0819388822,2.74683263,1.88381517517,1.88136383364
33,2.74592955026,1.35456973997,2.16151902645,1.91344288051,3.02857700521,2.0097414446
34,2.42876895852,1.18281842367,1.45808522104,1.48293419114,1.46179682816,1.7873874104
35,1.81108006231,1.31127611603,1.57008067766,1.7048056503,2.55748306274,1.70435745987
36,2.1485136922,1.38139472066,1.69770743565,1.57746246792,2.20800876658,2.50323298262
37,1.96879235884,1.22425163887,1.62840528957,1.9365145334,1.88639797521,1.97710443249
38,1.61924811915,1.37303767123,1.58025347814,1.30307733933,1.86497348884,1.78721976949
39,1.45486379918,1.37343013105,1.41438235717,1.83997887248,1.13736141586,1.33820579536
40,1.89572507909,1.53765759161,1.71502868593,2.23789763096,1.24881778043,2.24964989256
41,1.54573006732,1.54232020524,1.50013987897,1.60540107675,2.43930990301,1.88797917971
42,1.29330592691,1.43987785284,1.61424593238,1.86449241552,2.17736564113,1.21658099156
43,2.11064930854,1.27521043122,1.57199428609,2.19214565075,0.966367356199,1.29666103307
44,3.04114248661,1.21013170496,1.57563889365,1.82148642119,3.46357418022,1.67859519729
45,2.2029095298,1.53539543179,1.9766994524,2.14806171252,2.36142694114,2.67319213739
46,1.66902271396,1.52217999745,1.01783927154,1.50291707857,1.38524178068,2.14121587142
47,1.22641915579,1.56718244568,1.64861924504,2.56629496562,1.23978108015,1.85277324388
48,1.59908978285,1.66574400388,1.91980778529,1.74112938726,1.99997573339,1.33355008022
49,1.49781697778,1.30746998546,1.17417799171,1.82119530025,2.04339160469,2.52281907886
50,1.36569144638,1.26296555218,2.00950527633,1.54120998686,2.57213275997,1.26347115035
51,1.90601587583,1.39232312668,1.24764902057,1.83712552958,5.1994027107,2.97095116413
52,2.20888864809,1.44550497502,1.86922475331,1.11661266943,2.53453212643,2.35614801215
53,1.47459074215,1.20624070664,1.51520043031,2.07412740759,2.46527001481,1.95202140213
54,1.93231377551,1.94036316471,1.54868169193,3.34790580185,1.8302153839,2.66242691707
55,1.48838265083,1.66725111557,1.81394500835,1.64213290403,2.25760257835,1.95894428038
56,1.22474646113,1.37108853262,1.48093304161,2.79376101851,1.96903017349,2.07211727939
57,2.17117803993,1.38744411417,1.7495692342,2.67701536282,1.74677399669,3.68363320779
58,1.44921189228,1.47752589295,1.85269516665,2.28791675193,2.18288772829,2.72740367396
59,1.68281969508,1.24080241129,1.52721340237,2.95270070974,2.55240446951,1.90025781438
60,1.3663389418,1.61308572373,1.65897352008,1.76118762564,1.56745143036,3.02428171112
61,2.18367345336,1.57085422094,1.64557902663,2.26682882846,2.73669531414,2.03721663757
62,2.50194065973,1.46340342997,1.60735282585,2.90420482536,1.56322726482,2.48976019499
63,1.50591955474,1.09307402454,1.54364688899,1.98057938659,2.30498138258,2.44500119329
64,1.54314441469,1.64231730844,1.58131934234,2.63018533118,2.22014383317,1.30194882741
65,1.65814580439,1.67484438552,1.32456163262,2.31338448194,1.70946710136,2.05941781681
66,1.37076402562,1.59895422454,1.77734706284,2.37814924703,3.94514538288,1.95610573102
67,1.6074495794,1.46644679542,2.05112152957,2.48166221153,2.59639698709,2.27519244947
68,1.44688521829,1.32376427265,1.28652572135,1.83868419396,2.04151725574,2.52089033321
69,1.64717988724,1.25190879537,1.79294016612,1.09639448998,3.32503495138,1.09655509558
70,1.4079727872,1.12226368063,2.28061551804,1.86612144113,1.53912768326,2.61075070859
71,1.34064756891,1.73615635004,1.61334385792,1.83000743942,1.8480760934,1.96227325016
72,1.39833761464,1.18042729604,1.56845606295,2.00444026882,2.55554324822,2.53815466353
73,1.46407882525,1.66386462284,1.35797655979,1.9262416765,1.77669231617,1.42036504073
74,1.4820930173,1.79296836427,1.82861451718,2.37701109327,2.97667919252,2.1660399571
75,1.91376741512,1.746408198,1.92549197786,2.18124838001,2.58303833708,1.81175422324
76,1.77140735163,1.24087581102,1.75896129659,2.01230297581,2.09759914603,2.27228417681
77,1.53214623209,1.36357741415,1.68403013598,2.45314998614,1.85124330599,1.80527560764
78,1.48991196228,1.26679618317,1.30821540823,1.23685398374,1.4061502497,2.68899667668
