,X1-X2
0,0.107772736693
1,0.107414778123
2,0.0942326656069
3,0.0701385903445
4,0.129322147089
5,0.100579459867
6,0.163526362483
7,0.108043780997
8,0.0836316641563
9,0.0782200022938
10,0.0864120464684
11,0.136633457181
12,0.108623120893
13,0.0793603324486
14,0.0932999822875
15,0.131201285118
16,0.0949206883015
17,0.134505076774
18,0.096271490402
19,0.095429222696
20,0.123295039513
21,0.0671801780843
22,0.0872228598232
23,0.128326470406
24,0.0813533289363
25,0.0971058598329
26,0.146403544584
27,0.149220034703
28,0.107711370981
29,0.143843801724
30,0.0733910483308
31,0.0703747912708
32,0.133547750141
33,0.151883005148
34,0.129704139324
35,0.078474347467
36,0.100183947733
37,0.101085268566
38,0.123046301821
39,0.107917783041
40,0.0736006002316
41,0.0755173295399
42,0.0830674737226
43,0.0788836812996
44,0.109646871569
45,0.0633396077669
46,0.0936366695715
47,0.097763059254
48,0.0586809892151
49,0.249516415943
50,0.103225048882
51,0.081700751394
52,0.10344045089
53,0.143993834278
54,0.0910448566581
55,0.105391013266
56,0.116926619269
57,0.0764435042903
58,0.125626157516
59,0.0940445210455
60,0.109082958281
61,0.121792748108
62,0.0878967522247
63,0.141373131211
64,0.0977717916671
65,0.0800665957296
66,0.0916670742922
67,0.0649942474869
68,0.140735365403
69,0.123886662674
70,0.0833388350094
71,0.136949915414
72,0.201814862919
73,0.0835923842716
74,0.0946680486212
75,0.131348030394
76,0.0847116039868
77,0.130247880445
78,0.0963790751545
79,0.0738837849382
80,0.0772166258793
81,0.104962412654
82,0.154706915124
83,0.133028032317
84,0.166963459057
85,0.173417493033
86,0.15522099124
87,0.184329285459
88,0.125686174831
89,0.0775342304759
90,0.1303462742
91,0.142384157163
92,0.0822433852907
93,0.107044385894
94,0.108530495245
95,0.173689822691
96,0.100616906152
97,0.0873761208263
98,0.104923391615
99,0.0921390986278
100,0.0681510373898
101,0.0890855446162
102,0.113172910772
103,0.0893793200734
104,0.19800689337
105,0.0834913492868
106,0.185021307079
107,0.0916236733468
108,0.0930526123461
109,0.0640962219199
110,0.0952289045493
111,0.0660062033595
112,0.089920890665
113,0.1001763929
114,0.121737207877
115,0.0916142110262
116,0.109659108679
117,0.106766361097
118,0.0785585828717
119,0.160712729149
120,0.108103443205
121,0.130653697052
122,0.09936136495
123,0.0976541660719
124,0.125152845864
125,0.121042687929
126,0.0859839624495
127,0.0937790384623
128,0.159674224709
129,0.0998307685643
130,0.103985197354
131,0.136963149023
132,0.127037473748
133,0.116625164695
134,0.0980426424197
135,0.0810324701853
136,0.126324261187
137,0.0990824464011
138,0.0940795270421
139,0.0752235150407
140,0.0980447737762
141,0.10042544636
142,0.110313839695
143,0.0927868281297
144,0.112056839853
145,0.16536755321
146,0.109669531123
147,0.0849886820566
148,0.0833117480374
149,0.0894751006825
150,0.108084475422
151,0.107331491834
152,0.160833369097
153,0.0943690148884
154,0.135026874534
155,0.0992140230401
156,0.0713267666034
157,0.106181043666
158,0.0621811180554
159,0.111882242624
160,0.15812640159
161,0.132917666218
162,0.110514358613
163,0.12036739927
164,0.0924837053861
165,0.0870778679024
166,0.0740144832375
167,0.150299896754
168,0.107500577647
169,0.0959405022461
170,0.167053143652
171,0.125890471146
172,0.0889491883803
173,0.0837805164736
174,0.0656637158673
175,0.13352294955
176,0.13663510231
177,0.113405859472
178,0.12971615729
179,0.11496951106
180,0.136811385576
181,0.100935675524
182,0.114936263954
183,0.149019123097
184,0.116285677526
185,0.137929827823
186,0.0936740302605
187,0.0723472133491
188,0.142221303191
189,0.0757883659671
190,0.101141563997
191,0.22176759823
192,0.1375953906
193,0.115001912559
194,0.0926915916284
195,0.0944810651789
196,0.134731930342
197,0.130701108817
198,0.122176343412
199,0.103061778188
200,0.0804829352854
201,0.0686481419217
202,0.0675584507577
203,0.073849160059
204,0.105126424029
205,0.116309304211
206,0.120169007412
207,0.0849771802418
208,0.097839486235
209,0.0745803529248
210,0.132568412304
211,0.098092377621
212,0.156492067976
213,0.07640257646
214,0.0827596528823
215,0.248288440509
216,0.101854095512
217,0.0620105960352
218,0.101162146841
219,0.081042733661
220,0.137942424575
221,0.101570603575
222,0.0514762855459
223,0.116700300807
224,0.125256508606
225,0.0991188146383
226,0.110752419704
227,0.175307869371
228,0.102539320331
229,0.110676669439
230,0.116658681097
231,0.142900432735
232,0.125263281219
233,0.105291201446
234,0.106017777214
235,0.0704754667926
236,0.073468714543
237,0.118621141971
238,0.0776453708062
239,0.11106503511
240,0.0866715110194
241,0.102271433664
242,0.116323197833
243,0.117117710903
244,0.141821760001
245,0.0931208358536
246,0.103601654588
247,0.154217597507
248,0.159199951899
249,0.104584306555
250,0.0989869466868
251,0.0957630201192
252,0.11861141816
253,0.0991226508508
254,0.104430829585
255,0.125579231837
256,0.0930572266436
257,0.175575467431
258,0.0649623149984
259,0.0978469920169
260,0.095186857082
261,0.0890277952146
262,0.0863521891757
263,0.160089141667
264,0.115166025756
265,0.104367379045
266,0.10931157487
267,0.0942463885627
268,0.0906241897534
269,0.111132057173
270,0.156954009292
271,0.0741124443456
272,0.0733417588919
273,0.119614161719
274,0.104000034527
275,0.116687147162
276,0.132282962122
277,0.113269557648
278,0.118270352496
279,0.197969085427
280,0.0847530248497
281,0.125512649998
282,0.109695070974
283,0.189700912278
284,0.106188728961
285,0.113960240534
286,0.0911875797126
287,0.130866879969
288,0.0644583015714
289,0.0952048301067
290,0.0907883804128
291,0.101438247684
292,0.13476491458
293,0.0892249281434
294,0.127312496458
295,0.0834040798542
296,0.0889429861466
297,0.0808006389081
298,0.172603730586
299,0.0840201272777
300,0.113313291025
301,0.138907127721
302,0.0951552122982
303,0.19374863556
304,0.173067452799
305,0.102281476789
306,0.0729731296685
307,0.0992465016076
308,0.112009756746
309,0.0789993494587
310,0.141098891639
311,0.11917889558
312,0.091213773724
313,0.0635921819462
314,0.0862047513302
315,0.104872907535
316,0.0813649745854
317,0.0850735185447
318,0.0957666669082
319,0.117877562547
320,0.100622053501
321,0.0986783150498
322,0.125694013674
323,0.0997344549891
324,0.117543736112
325,0.105316437412
326,0.142511210046
327,0.080684226485
328,0.103072189601
329,0.0947312299062
330,0.113535651974
331,0.0576488304917
332,0.133155403577
333,0.0758440550847
334,0.0556845204928
335,0.112108420601
336,0.115431437643
337,0.0936891458462
338,0.133779989757
339,0.0826433567309
340,0.153436837949
341,0.26636732379
342,0.123017176017
343,0.108943713402
344,0.0859961685037
345,0.101813828626
346,0.062594666499
347,0.086275865354
348,0.133512076882
349,0.0941234914196
350,0.10517652056
351,0.0761497536407
352,0.111888711014
353,0.0910074219462
354,0.0915821579426
355,0.0705611731454
356,0.0667583250478
357,0.08591853122
358,0.0942927206337
359,0.071441609483
360,0.0967951855207
361,0.098478614528
362,0.0921320773123
363,0.0867318748415
364,0.128946288436
365,0.144801806451
366,0.0657010808322
367,0.10174190317
368,0.082467868205
369,0.102264057448
370,0.125495425205
371,0.0744541231663
372,0.120404042564
373,0.122581587607
374,0.0674855320297
375,0.118686642889
376,0.101975859929
377,0.0803975559025
378,0.0717347306776
379,0.0599194545379
380,0.0759254670986
381,0.0912425429069
382,0.0885228572594
383,0.104116895073
384,0.127768354687
385,0.101529819319
386,0.105225185101
387,0.163955013
388,0.147760414235
389,0.0590837573006
390,0.0470547208454
391,0.107227150669
392,0.145276537254
393,0.0733093294621
394,0.126050104801
395,0.135528826413
396,0.135243930306
397,0.187673634351
398,0.0896811950085
399,0.0963066744544
400,0.0917757994987
401,0.0855079894195
402,0.107647578774
403,0.074107489743
404,0.164405261665
405,0.102198790016
406,0.165186949892
407,0.100544125609
408,0.217558362612
409,0.165923192715
410,0.14721430917
411,0.0928159078619
412,0.0840608678784
413,0.183363913252
414,0.138015852285
415,0.101257616963
416,0.16185038219
417,0.192568923846
418,0.113057937481
